Name,Birth Date,Phone Number,Own House,Country,Zip Code,Year,Time,Longitude,Latitude
Courtney Jennings,1973-12-29,+44(0)1632 960 847,YES,Jordan,36267,2012,15:27:13,-68.873103,-69.454585
Sharon Terrell,1983-08-19,+44(0)1314960115,YES,Montserrat,95051,1999,06:03:16,11.220771,56.3350805
Bradley Anderson,1977-04-18,+44(0)2074960249,NO,Montenegro,44416,2003,13:12:33,96.806305,-40.7834165
Jacob Horton,1978-04-02,(0115) 4960864,NO,Bermuda,52186,1993,06:34:13,2.352886,41.087456
Jessica Ramirez,2008-11-28,+44(0)1314960263,NO,Bahamas,34738,1992,10:01:51,-167.643971,30.5764385
Kristen Christian MD,1990-11-12,+44115 496 0261,NO,Macao,80010,1984,16:16:56,179.777133,-32.254745
Rebecca Jenkins,2006-04-24,+44(0)113 496 0096,YES,Greenland,93761,2009,16:54:02,-175.386044,78.9568915
Kelly Weaver,1977-04-04,+44161 4960980,YES,Chad,76605,2012,22:23:43,1.840498,70.2412685
Becky Shaw,1992-10-09,+44(0)20 7496 0702,YES,Pitcairn Islands,04325,1992,03:15:25,81.059747,-67.297983
Robin Bennett,1995-02-26,0151 4960824,NO,Ecuador,40038,1975,06:22:33,95.684510,-80.595829
Mark Ochoa,1972-07-25,0306 999 0026,YES,Rwanda,91520,2002,16:10:07,39.377419,49.2184585
Alexandra Shannon,1987-10-29,+44909 8790477,YES,Lao People's Democratic Republic,73964,2003,09:14:18,18.814386,40.420267
Kyle Hutchinson,1983-07-04,+441144960999,YES,Saint Barthelemy,56126,2014,16:02:34,-176.145907,-67.928579
Kevin Martin,2001-11-24,0808 157 0327,NO,Saudi Arabia,68510,1997,21:39:29,-99.795221,85.7128035
Valerie Wood,1983-12-06,0289018356,NO,Kuwait,98595,1985,12:24:16,95.284162,26.591809
Kathy Richmond,2003-05-15,+44(0)1614960499,YES,Bahrain,84034,1987,02:15:19,164.287601,33.6244715
Michael Stewart,1990-12-23,+44114 496 0250,NO,Montenegro,78191,2005,17:06:59,25.025439,-54.3315665
Stacey Allen,1999-03-17,(0141) 496 0405,YES,Myanmar,12864,2015,21:14:24,-153.410705,67.6020305
Mike Jacobs,2006-09-13,+44191 496 0808,YES,Macedonia,10156,1971,13:41:48,-30.482193,7.743529
Lori White,1999-05-06,+44131 4960905,YES,Algeria,18416,2020,01:19:55,144.754655,37.752202
Logan Harrison,2010-09-29,0131 4960794,NO,Bangladesh,61951,1989,14:13:41,179.616762,85.9898645
Lisa Kaufman,2018-08-11,+44(0)306 9990075,NO,Puerto Rico,90982,1986,17:32:18,68.307256,27.470025
Amanda Mccoy,2011-05-21,+4428 9018477,NO,Egypt,77585,2010,04:18:55,-81.016074,53.2931275
Luke Jones,1982-02-01,029 2018122,NO,Ukraine,02523,1976,21:06:36,157.709428,17.567325
Marc Johnston,1992-01-19,+44(0)909 879 0665,YES,Kazakhstan,33049,1972,23:26:03,84.745828,-17.678086
Zachary Cox,1979-11-11,+44(0)909 8790401,NO,Madagascar,78217,1981,18:15:07,62.442448,31.8603905
Mariah Myers,2006-01-08,+44121 4960173,YES,Algeria,23050,2008,22:03:50,107.817251,43.5389355
Chris Park DDS,2012-09-22,020 74960757,YES,Anguilla,12869,1999,09:29:00,62.165994,-67.292123
Laura Jensen,1971-02-24,0808 1570429,YES,Ireland,34653,2000,05:52:40,23.985352,35.1552455
Melanie Bryant,2011-09-23,+44117 496 0870,NO,Mongolia,57657,1986,07:03:40,44.760607,16.8454415
Wayne Smith,2007-05-16,+441632 960846,NO,Hungary,63181,1996,00:40:52,-124.228616,52.7957765
Jason Hahn,2001-03-23,+44(0)29 2018170,NO,United Arab Emirates,56451,2003,14:40:42,32.254344,-2.6745195
Seth Guerra,1992-11-11,+44306 999 0388,NO,Nicaragua,68158,1982,09:26:52,-157.612134,87.016417
Rachel Reynolds,2002-11-04,+441314960829,NO,Suriname,44559,1975,09:27:55,120.399631,50.2132345
Timothy Johnson,1983-08-12,+44(0)191 496 0194,NO,Turkey,31251,2001,05:49:52,27.290679,14.4420155
Daniel Love,1978-10-18,+44306 9990719,NO,Saint Pierre and Miquelon,71210,1977,18:30:28,82.132882,-81.144715
John Chavez,1979-10-20,(0909) 8790001,YES,Syrian Arab Republic,34399,1994,18:44:23,93.995076,40.082247
Francisco Soto,2013-09-12,+44151 496 0986,YES,Pitcairn Islands,96753,1990,23:02:09,138.020304,72.1283905
James Lopez,2012-12-06,(020) 7496 0458,YES,Sri Lanka,32067,1972,21:06:22,65.783007,-13.0615205
Steven Ellis,2012-09-16,(020)74960148,YES,Belgium,76782,1979,20:35:20,-117.946725,-20.6539835
Matthew Cole,2001-04-06,(029) 2018 0355,NO,Azerbaijan,29276,1980,13:17:31,50.631026,-82.680149
Stephanie Lee,1990-08-16,02074960960,NO,Djibouti,32481,1976,03:08:01,39.202874,53.4563375
Michael Suarez,1994-10-06,(0808) 157 0503,NO,Netherlands Antilles,55033,1999,12:50:26,108.121220,77.069270
Lisa Austin,1991-12-31,(0306)9990765,NO,Mauritius,59904,2018,08:27:14,41.441185,-71.299071
Lisa Moreno,1970-01-23,+44(0)191 496 0708,YES,Suriname,78612,1987,09:49:04,-138.355746,-50.7490325
Linda Carson,1983-06-07,+44(0)29 2018192,NO,Bolivia,16775,1992,15:17:50,50.978859,-59.4310825
Jillian Peters,1975-11-14,0306 999 0812,NO,Iraq,19420,1976,19:38:03,43.787075,-59.8356605
Heidi Cunningham,1972-10-10,(0131)4960664,YES,Congo,04109,2018,06:16:33,-81.095513,41.782402
Michael Smith,2016-01-31,+44808 157 0494,NO,Macao,52234,2001,15:40:10,-131.051975,-42.2110105
William Sullivan,1999-04-11,0306 9990584,NO,Madagascar,43194,2017,04:33:56,-175.091111,28.0040995
Courtney Goodman,1991-02-13,020 7946 0748,NO,Pakistan,81550,1981,16:01:35,-41.128725,-16.4622955
Caitlyn Hamilton,2003-08-07,(0116) 496 0349,YES,Saint Martin,71934,1980,09:15:04,-176.987517,69.3849255
Mr. Andrew Roth,1996-04-25,+44131 496 0767,YES,Serbia,96553,2004,09:55:15,154.698722,-18.371589
Adam Simpson,1985-07-12,(0191) 496 0797,YES,United Kingdom,60009,2017,21:33:46,46.727044,-49.328609
Mark Newman,2016-07-04,(0116)4960754,YES,Estonia,28720,1973,05:35:10,65.696385,47.4325095
Danielle Grimes DDS,1981-12-27,+44(0)9098790467,NO,Nicaragua,22528,2021,15:34:49,132.669291,71.3871185
Edward Long,1987-01-07,+44(0)1632960366,NO,Andorra,69128,2001,10:31:08,-97.505591,42.5292945
Elizabeth Rhodes,1987-10-30,+44(0)151 496 0304,NO,Nepal,41300,1999,10:48:59,124.401024,7.9943075
Jessica Luna,1997-12-11,0306 9990571,NO,Germany,19371,1978,23:09:29,-175.346497,47.3562255
David Kim,1994-03-21,(028) 9018956,NO,Philippines,05965,2013,01:22:53,35.883675,-42.9615395
Randy Hill,1970-11-03,0808 1570978,NO,Northern Mariana Islands,82691,2015,12:04:46,4.052228,-63.086044
Gary Reid,1970-01-31,(0131)4960195,NO,Nepal,21923,2017,16:35:18,-53.730731,-15.407714
Joseph Jensen,2010-11-29,(01632) 960421,YES,Nicaragua,88111,2020,03:32:47,-66.185344,11.7535595
Anthony Miller,2016-01-09,+441632 960382,YES,Azerbaijan,89320,1998,16:49:43,87.201709,18.0013705
Nathaniel White,2013-11-08,+44808 157 0071,NO,Bangladesh,97748,2007,09:50:45,89.170216,-72.6392025
Ann Powell,2000-08-06,+441214960882,NO,Cape Verde,89584,1974,16:42:08,168.908053,47.9148565
Alyssa Barr,2012-09-05,+44(0)909 8790353,YES,Bermuda,37082,1975,03:19:41,144.911863,21.391668
Lynn Coleman,1978-11-15,+44(0)114 496 0705,NO,Faroe Islands,73326,2018,13:06:11,-166.698560,-86.848693
Bonnie Lewis,2017-02-20,(0151)4960917,YES,Netherlands Antilles,91566,1981,02:45:29,-179.883650,-30.3648245
Alice Smith,2013-05-21,+44(0)131 496 0864,NO,Montserrat,27330,1992,10:38:47,129.113411,43.063411
Michael Payne,1987-02-26,+44118 4960511,NO,Falkland Islands (Malvinas),25006,2006,21:08:29,15.580821,-76.3396125
Peggy Floyd,1980-02-04,01144960268,YES,Guernsey,28410,2008,07:09:04,132.019719,-72.177664
Michael Cunningham,1972-08-22,+44(0)118 4960123,NO,Cocos (Keeling) Islands,23199,1974,00:38:18,104.976644,-45.141170
Ms. Melanie Garrett,1997-07-21,(01632) 960 032,YES,Bangladesh,73477,1995,20:26:14,-77.739674,-29.271345
Victoria Li,1996-09-07,+44(0)1214960004,YES,Saint Martin,12284,2015,14:43:19,-163.171511,75.103749
Cheyenne Rowe,2002-02-23,+44113 4960222,NO,Kuwait,23266,1979,16:35:15,27.658979,67.5878705
Erik Pierce,1976-04-10,+44(0)20 7496 0396,NO,Isle of Man,72695,2009,00:16:48,-120.367160,89.9113325
Kayla Bush,1986-06-08,+44292018761,YES,Libyan Arab Jamahiriya,14065,1976,02:25:32,129.887789,-3.451549
Kristin Stokes,2014-02-06,0131 496 0041,YES,Senegal,78567,1996,15:01:21,-49.587047,-20.784789
John Campbell,2003-03-11,0115 496 0020,YES,Iraq,98316,2013,11:54:47,23.322013,-45.2914125
Kelly Morris,2015-05-24,(020) 7496 0728,YES,Belarus,57047,1981,11:04:48,146.831856,72.841245
Dr. Jeremy Merritt,1996-07-02,+44(0)2074960956,YES,Taiwan,83905,1980,11:36:20,-124.375476,54.078103
Nicole Jenkins,1978-03-15,01914960930,NO,Mongolia,63883,1974,04:14:33,125.366265,-52.6371895
Donna Gilbert,1978-11-02,+441632 960922,NO,Saint Martin,90384,2010,14:26:30,112.253193,3.852212
Sandra Scott,2008-08-08,+44113 496 0779,NO,Montenegro,12063,1997,02:09:00,139.790298,-85.441135
Tiffany Franklin,2002-07-29,(0115) 4960682,NO,Egypt,32492,2017,00:58:57,51.471157,47.6478045
Michelle Farmer,1988-03-22,+4429 2018 0812,YES,Argentina,54356,1993,23:29:11,-79.984161,85.1321625
Victoria Graham,2009-02-26,0118 496 0398,NO,Norway,72869,1973,22:11:01,-151.140346,-5.815411
Dr. Tami Smith,2005-11-25,(0115) 496 0273,NO,United States Virgin Islands,92824,1974,06:58:31,81.473715,-41.5082375
Dillon Skinner,2018-04-29,+441632 960 798,NO,Tajikistan,55507,2007,13:31:51,95.404546,48.2608925
Jennifer Mata,2009-08-04,(0909)8790641,YES,French Southern Territories,69843,2002,17:44:54,67.257672,-12.858035
Brandon Sanders,2006-02-03,01632 960198,YES,Korea,17279,1998,06:12:40,-65.127411,-17.080517
Teresa Nguyen,2016-09-06,(0115) 4960501,NO,Liberia,94805,2006,02:00:44,78.349094,-66.2871515
Cynthia Keller,2000-04-07,0113 496 0044,YES,Congo,90424,1992,21:15:09,-45.990914,-4.940295
Elizabeth Owens,2014-02-25,+44(0)289018807,YES,Saint Kitts and Nevis,72739,2007,07:01:54,42.044167,-0.3852285
Meghan Day,2001-07-31,(0115)4960013,YES,Israel,65257,1980,17:26:35,111.454112,13.2581355
George Davis,2016-02-23,+44(0)3069990817,NO,Malawi,19516,1992,13:09:14,64.376163,12.4924505
Rita Rodriguez,2018-03-12,(0131)4960851,NO,Greece,82989,1974,15:32:00,94.307738,8.9393235
Anna Mendoza,2017-04-26,+44(0)1632 960 334,YES,Vietnam,40496,2005,07:57:59,-35.284335,-34.1175045
John Smith,2009-08-12,+441614960554,NO,Saint Barthelemy,60843,2006,21:25:11,-36.117558,-84.5551605
Teresa Wood,2001-05-24,(0808) 157 0625,YES,Jordan,09330,2006,18:03:43,-52.575091,18.696685
Ryan Hernandez,2008-06-27,+44(0)117 496 0233,YES,Northern Mariana Islands,96283,1996,18:58:11,-73.384881,28.652729
Karen Lyons,1978-12-01,+44141 496 0122,NO,Guinea,25424,2003,12:10:10,-0.875466,26.994248
Tammie Lozano,1974-05-30,0114 496 0146,YES,Philippines,35500,1973,05:40:43,29.762426,-24.2859275
Megan Stewart,1975-09-22,+441614960815,NO,Israel,75434,2003,12:05:37,169.362901,77.735245
Stephanie Bauer,2007-01-09,029 2018 0138,NO,Afghanistan,30581,2017,17:06:10,133.898155,55.194714
Christian Turner,1997-10-25,+44(0)1632 960 344,YES,Guernsey,63353,1995,12:37:16,151.108153,-0.5853265
Jonathan Figueroa,2010-10-18,+44114 4960823,YES,Sweden,23834,1986,05:37:39,83.292463,-20.7680995
Cheryl Garrett,1997-11-20,+44118 4960647,NO,French Guiana,15566,1990,17:59:48,38.901077,43.4733715
Deanna Reed,2009-12-24,+4420 7496 0213,YES,Rwanda,95537,1991,12:58:27,-99.353902,75.4617595
John Thomas,2012-01-02,0141 496 0218,YES,Sao Tome and Principe,49143,2017,03:40:10,101.136596,25.300052
Sean Hunter,2000-02-01,03069990908,NO,Seychelles,52717,2017,11:34:39,-166.728287,-58.4527305
Christopher Buck,1977-10-05,+44(0)116 496 0554,NO,Nepal,55844,2016,15:36:29,-166.282696,-36.641988
Samuel Flynn,1995-10-06,+441314960463,YES,Heard Island and McDonald Islands,32297,2005,14:27:01,104.546411,4.2226045
Matthew Roberts,2011-02-02,+44(0)116 4960638,NO,United Kingdom,04337,2000,12:55:16,25.329572,20.168564
Christina Vincent,1993-01-26,+44(0)115 4960448,YES,Burundi,33572,2000,16:34:23,81.017929,-34.7315805
Stacy Compton,1972-10-26,(0306) 9990238,YES,Jamaica,24864,2001,17:42:11,-122.792314,50.076198
Kevin Rodriguez,2010-09-14,+44(0)115 496 0453,YES,Suriname,19731,1971,20:24:40,-121.125963,-30.860514
Jay Hamilton,2016-05-19,0151 4960471,NO,Mexico,10050,2018,21:08:33,-6.508307,-75.0086335
Katie Collier,2015-02-08,01184960086,NO,China,42329,1993,00:15:43,-4.579925,-44.352652
Nicholas Lester,2018-06-09,0292018030,NO,Norfolk Island,77445,1977,11:23:44,-0.622865,80.444751
Susan Powers,1975-08-27,(0161)4960259,YES,Cameroon,33037,1998,12:43:09,149.020560,32.602486
Michael Smith,2013-12-16,01632960647,NO,Wallis and Futuna,20558,2015,11:55:20,21.001853,-30.9025455
Anthony Hammond,2001-08-03,+44116 4960446,NO,Andorra,95638,1982,22:28:43,-132.587649,-26.734677
Michelle Rodriguez,1986-11-26,+441154960212,NO,Saudi Arabia,56059,1985,16:44:54,68.549961,-83.598220
Jose Deleon,2013-12-06,0808 1570209,NO,Cameroon,58142,2004,14:59:25,-154.532378,-72.8624325
Kelsey Ray,1999-01-06,0118 4960798,YES,Seychelles,71883,1989,10:09:16,-5.018907,8.1435515
Ian Boyd,2009-07-26,+44(0)114 4960411,NO,Cuba,87264,1973,18:29:12,-83.039722,38.921006
Kimberly Payne,2004-11-15,0151 496 0054,NO,Libyan Arab Jamahiriya,84532,1990,11:20:07,16.876003,-61.290210
Cody Chang,1995-02-02,+441514960206,YES,Algeria,46799,1973,07:55:10,-101.521425,30.185473
Amber Huber,1981-04-22,+44118 4960836,YES,Nepal,56985,2015,03:49:22,-128.117698,84.5317935
Erika James,1984-05-11,+44(0)1414960722,YES,Cameroon,36703,2007,11:05:22,-30.129864,25.1280025
Anthony Martinez,1978-05-09,+44(0)116 496 0038,YES,Burkina Faso,66488,1985,05:05:40,-28.405284,-12.917155
Chad Shaw,1991-01-30,(0909) 8790365,NO,Australia,42422,1991,06:12:45,15.609798,-53.039126
Matthew Pugh,2012-05-31,0116 4960152,NO,Turkey,52270,2006,20:09:29,-22.564420,12.901016
Sharon Anderson,2009-02-01,01614960090,YES,Marshall Islands,33458,1996,02:30:34,57.711067,-39.6353485
Aaron Anderson,1991-07-04,028 9018 0623,YES,Lao People's Democratic Republic,37087,2005,21:11:07,-34.420053,-58.0524905
Darlene Edwards,1992-07-21,+4428 9018 0080,YES,Kenya,72609,1979,17:54:44,-24.546013,-27.7969965
Miranda King,1976-12-13,+44(0)1174960986,NO,Angola,05290,1990,13:40:43,136.357340,8.7965155
Charles Hendricks,2015-12-30,+44121 496 0982,YES,Burundi,68737,1985,21:10:48,51.058959,85.513028
Maxwell Chavez,1974-11-24,+44(0)28 9018578,YES,Maldives,33457,1987,06:29:59,48.853775,-15.0974185
Timothy Mitchell,1977-11-12,028 9018 0250,YES,United States Virgin Islands,51698,2008,17:44:18,-98.726192,-71.443817
Franklin Wagner,1974-01-11,(0131) 4960530,NO,Czech Republic,88187,1992,08:00:20,25.360610,-18.9567595
Matthew Rivera,2011-07-12,+441144960040,NO,Philippines,18298,1973,20:31:45,-94.771830,12.7241535
Lisa Olson,2010-10-11,0808 157 0090,NO,French Polynesia,65858,2020,08:08:18,177.190852,-71.7482955
Isabella Hurst,1974-02-09,+44(0)808 157 0374,YES,Angola,34669,1972,06:19:01,-172.845009,-9.197314
Patrick Fleming,2012-05-20,+4428 9018506,YES,Turks and Caicos Islands,88724,2002,19:36:03,-151.821214,-6.563768
Garrett Rodriguez,1985-03-16,+44(0)1632 960295,YES,Egypt,13198,1993,15:28:33,-162.585766,24.185310
Stacey Sanders,2016-10-01,(0808)1570266,NO,Benin,84462,1987,20:21:18,-131.882738,-83.478404
Michael Martinez,1994-08-23,+44(0)114 496 0998,YES,Bolivia,73986,2016,06:31:02,132.417578,56.9881855
Caleb Taylor,2011-03-20,01514960711,NO,Anguilla,36282,2005,00:55:12,126.676647,-9.884596
Alexander Cole,2007-11-15,+441144960189,YES,British Indian Ocean Territory (Chagos Archipelago),38451,1984,09:32:13,-32.936299,-25.2047235
George Bell,2012-01-08,(0909) 8790587,NO,Singapore,60181,1988,15:27:18,62.695546,64.195127
Natasha Rivera,2012-02-15,+4428 9018036,NO,Australia,32687,2009,13:08:55,3.683889,26.3623215
William Wilkerson,1989-07-14,+44141 4960823,NO,Qatar,58235,2011,18:43:33,1.816781,-20.2345045
Kimberly Ramirez,1971-11-12,01914960434,YES,Palestinian Territory,54295,1983,15:31:49,-163.573962,31.575755
Richard Price,2010-01-18,029 2018546,YES,Japan,94666,2020,15:53:12,49.472460,37.4554135
Alexis Meyer,2015-03-21,01214960096,NO,Comoros,78710,2004,12:17:27,10.004774,37.804837
Sandra Kennedy,2001-05-25,+44(0)8081570364,NO,Slovenia,05909,1974,05:52:44,164.139644,46.632399
Megan Burton,1995-09-19,+44161 4960176,NO,Ecuador,97144,2000,06:02:05,-39.656042,-26.078022
Christina Cummings,1975-11-16,0191 498 0299,NO,Samoa,05131,2012,08:28:27,146.611442,17.4255205
Loretta Schwartz,1982-09-09,(029)2018827,NO,Dominican Republic,59826,1979,09:16:35,-138.613583,8.8109155
Amanda Ryan,1972-05-07,+44(0)1134960080,YES,Maldives,93209,2013,17:13:14,8.117785,-34.4114205
Sherry Clark,1972-02-14,(0113)4960094,YES,Grenada,91178,2013,10:48:00,149.649743,69.882339
Douglas Washington,1988-10-07,+4429 2018 0160,NO,Puerto Rico,40312,1981,09:14:02,74.962010,-77.2490645
Lawrence Foster,2017-06-26,01134960917,YES,Faroe Islands,42099,1981,19:21:08,-95.371710,-81.9028505
Kimberly Turner,1980-04-25,0909 8790031,YES,Papua New Guinea,93134,1972,03:27:13,-139.942867,34.7061965
Kyle Morales,1989-08-25,0118 496 0132,NO,Saint Barthelemy,48724,2001,11:02:18,32.742507,-3.6813005
Jeffrey Miranda,2018-11-25,(020) 7496 0898,NO,Myanmar,49288,2017,07:25:35,-168.589988,-16.4789825
Phillip Miranda,1990-12-22,020 7946 0394,YES,Paraguay,98613,1972,19:14:19,-171.852393,-44.8905525
Jason Blackwell,2008-06-26,+44(0)808 1570944,NO,Tunisia,95018,2001,07:04:19,62.661055,81.0374975
Kimberly Medina,1997-10-10,+44116 496 0099,YES,Bhutan,78540,1980,20:47:08,108.809239,5.9086275
Brianna Flowers,2005-01-27,0141 496 0347,YES,Haiti,74589,2002,18:37:01,39.118810,-28.167257
Tyler Lewis,2000-07-03,01614960765,YES,Samoa,32252,2004,04:10:19,16.510044,33.0235285
William Hutchinson,2018-10-03,(0115) 4960406,NO,Qatar,20658,1991,22:48:18,110.011041,78.1256255
Tonya Montes,2002-06-25,+44(0)1314960157,NO,Belgium,59168,2005,01:06:28,-2.251418,30.293732
Shaun Stein,1980-08-24,+44(0)20 74960032,NO,Latvia,62965,1989,03:44:40,-55.286754,12.849603
Joshua Collier,1970-06-17,+441214960154,NO,Kyrgyz Republic,39139,1970,15:31:56,53.324840,-58.1259875
John Davis,1981-06-18,0121 496 0124,NO,Yemen,05930,1986,22:59:41,169.547404,-58.4556795
Melvin Ellis,1979-01-02,+44(0)121 496 0559,NO,Niue,44183,2020,13:16:42,-136.865620,71.8019125
Rhonda Robinson,1972-12-27,0118 4960488,NO,Sudan,72370,1982,14:05:19,55.643550,56.5947585
Mr. Benjamin Sanders,1976-02-16,+44115 4960443,YES,Burundi,21640,2016,18:41:22,179.924887,5.727143
Lindsey Wallace,1984-11-14,+44141 4960293,NO,Vietnam,91296,2005,04:24:32,15.268455,83.038711
Jeffrey Meyer,1995-04-21,+44114 496 0302,YES,Azerbaijan,17595,1988,23:02:14,143.705737,6.5892485
Edward Shannon,2016-11-25,+44(0)1184960130,NO,Rwanda,79935,1978,17:28:23,-62.479775,89.104771
Miguel Cook,1975-06-04,0808 157 0148,YES,Nigeria,05429,2018,23:03:10,-158.833656,-61.275631
Monique Alvarez,1972-08-22,+44131 4960376,YES,Taiwan,15203,2015,01:16:26,116.516706,24.5596705
Daniel Walls,1985-07-05,(029) 2018276,NO,Kiribati,29629,1993,08:32:03,55.095431,-3.6677955
Susan Rodriguez,2009-06-23,+441174960405,NO,Pitcairn Islands,06615,1992,23:41:31,26.216674,-59.8346015
Jonathon Simpson,2009-11-14,+44(0)1184960770,YES,American Samoa,25533,1988,04:09:35,94.762516,29.040035
Richard Faulkner,2018-10-12,+44117 496 0014,YES,Angola,47610,1975,07:05:00,-17.508072,-85.320304
Adam Morgan,2005-02-18,(0113) 4960598,YES,Netherlands Antilles,44578,2001,08:25:02,142.447442,7.3068775
Carol Woodard,1998-05-25,0151 4960229,NO,Sao Tome and Principe,59941,1992,13:40:28,-74.258341,14.0270715
Johnny Adkins,1991-08-09,+44306 9990195,NO,Bermuda,73686,1979,14:42:10,-174.606082,81.067870
April Smith,1989-01-31,02074960278,YES,Bouvet Island (Bouvetoya),34250,1981,01:42:18,-21.144297,-53.6310455
Amanda Bell,1983-02-20,0306 999 0556,YES,Norway,10493,2015,17:42:14,42.804810,55.4198545
Stuart Buchanan,1985-03-09,+44(0)121 4960894,NO,Belgium,90201,2016,20:25:30,-150.900431,19.4168365
Andrew Scott,1978-03-11,01632960271,YES,Argentina,73824,2017,01:53:26,105.471598,2.6926225
Jacob Erickson,1988-09-30,+44289018793,YES,French Polynesia,08424,2016,19:40:42,165.157591,35.318517
Robert King,1973-05-06,(0191) 496 0464,YES,Morocco,53077,1988,12:49:02,157.287524,47.0424825
Derrick Daugherty,1973-10-03,020 74960220,YES,Hong Kong,59023,1981,08:34:10,-128.260873,77.511840
Peggy Avery,2014-10-13,01184960015,YES,Mexico,33285,2001,08:10:29,92.776088,-39.451340
Madison Sanchez,1970-10-16,01174960360,NO,India,19713,2015,20:01:52,-50.945370,13.5241195
Amber Smith MD,1986-09-08,01184960778,NO,Germany,63306,1998,12:04:32,162.373645,-54.117897
Eric Dennis,1978-04-27,01614960532,NO,Sweden,44351,2010,22:29:13,10.744772,-52.152130
Nicholas Weiss,1974-04-26,+44(0)9098790518,NO,Brunei Darussalam,84193,2016,14:17:41,33.296555,22.310426
Rebecca Miller,2016-01-17,+44(0)20 74960498,YES,Christmas Island,68646,2001,10:51:12,29.021293,26.519246
Brenda Smith,2011-07-08,(0141) 496 0377,NO,Armenia,62751,1977,06:46:10,-43.170013,33.999856
John Wade,2001-01-11,(028) 9018420,NO,Puerto Rico,28014,2014,23:32:33,-118.330043,39.527121
Colin Wu,1987-03-27,01614960617,NO,Senegal,17623,1976,02:00:05,61.988857,-75.3838825
Zachary Johnson,2002-02-12,(0141)4960510,NO,Slovenia,71572,1979,21:40:33,-69.966079,-49.883101
Laura Watkins,1977-03-25,+44(0)8081570243,YES,Tajikistan,72282,2001,06:23:12,2.908367,-36.7763815
Toni White,2004-12-08,+44(0)909 879 0046,YES,Nicaragua,68048,1982,23:31:33,148.538241,-71.447662
Jennifer Johnson,2009-11-04,0131 496 0144,NO,Macedonia,38745,1988,15:23:42,-120.613627,-48.4918535
William Smith,1995-11-06,(0113) 496 0977,NO,Northern Mariana Islands,01778,1997,09:30:34,95.878338,-15.0077965
Mrs. Jennifer Morrow DVM,2018-10-12,0116 4960095,NO,Belize,42311,1999,05:53:57,-121.518740,62.390326
Crystal Garcia,2010-11-19,+44(0)131 496 0496,YES,Netherlands Antilles,53271,2008,15:02:21,97.884843,-43.7910725
Erika Taylor,1976-08-28,+44(0)115 4960625,NO,Libyan Arab Jamahiriya,02643,2014,12:19:45,-104.783486,-68.9601805
Robert Carlson,1970-07-10,020 74960789,YES,Svalbard & Jan Mayen Islands,27365,2007,22:45:17,-159.021282,26.670016
Jacob Gonzalez,1987-08-09,+4420 7496 0112,NO,Turks and Caicos Islands,51091,1984,07:42:36,51.479381,22.479448
